Joints
100
,,Welding_hxy0727:L_Femur_L_Tibia,Welding_hxy0727:L_Foot_L_Toe,Welding_hxy0727:L_Tibia_L_Foot,,,Welding_hxy0727:R_Femur_R_Tibia,Welding_hxy0727:R_Foot_R_Toe,Welding_hxy0727:R_Tibia_R_Foot,,,Welding_hxy0727:Root_L_Femur,,,Welding_hxy0727:Root_R_Femur,,,Welding_hxy0727:World_Root,,,,,,
Frame,Sub Frame,R,,RX,RY,RZ,R,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
85,0,-9.09867,,-10.8551,-7.24137,-48.8533,5.92558,,-26.9542,22.4423,60.3231,-1.94116,2.09719,7.9104,-8.84239,-33.177,-9.59579,117.755,77.885,-118.077,-0.417322,873.829,-64.9151
86,0,-9.1103,,-10.8619,-7.24147,-48.8615,5.92733,,-26.9591,22.4483,60.3222,-1.91859,2.08527,7.91743,-8.82292,-33.186,-9.59059,117.811,77.8942,-118.134,-0.376262,873.837,-64.8768
87,0,-9.0833,,-10.8561,-7.25357,-48.8615,5.94567,,-26.9561,22.4518,60.3225,-1.93136,2.09119,7.9148,-8.83086,-33.1961,-9.60235,117.848,77.8945,-118.172,-0.348325,873.855,-64.9075
88,0,-9.07758,,-10.843,-7.28849,-48.8467,5.98593,,-26.9482,22.4614,60.3282,-1.99663,2.12614,7.87555,-8.93788,-33.1928,-9.66581,117.764,77.8489,-118.067,-0.442512,873.913,-65.085
89,0,-9.08128,,-10.8526,-7.28647,-48.8487,5.99412,,-26.9518,22.4696,60.3311,-2.00722,2.12832,7.87876,-8.94867,-33.2031,-9.66215,117.736,77.84,-118.04,-0.391841,873.918,-65
90,0,-9.07985,,-10.8602,-7.28892,-48.8516,6.00879,,-26.9545,22.4783,60.3334,-2.00156,2.12523,7.88104,-8.95158,-33.2102,-9.66377,117.755,77.8427,-118.057,-0.369253,873.904,-64.967
91,0,-9.06986,,-10.8683,-7.28599,-48.8568,5.97752,,-26.9755,22.4816,60.3302,-2.00164,2.12299,7.88687,-8.93084,-33.2253,-9.64788,117.759,77.8428,-118.068,-0.378996,873.829,-64.9741
92,0,-9.05739,,-10.8718,-7.29468,-48.8627,5.99475,,-26.978,22.4838,60.327,-1.98727,2.11896,7.87829,-8.92594,-33.2318,-9.66342,117.834,77.8548,-118.131,-0.365244,873.831,-64.9566
93,0,-9.05046,,-10.8786,-7.29376,-48.8682,6.00668,,-26.9796,22.4901,60.3274,-1.98013,2.11995,7.87558,-8.92635,-33.2377,-9.6731,117.825,77.8641,-118.121,-0.279123,873.906,-64.9953
94,0,-9.04971,,-10.8858,-7.29112,-48.871,6.02416,,-26.9774,22.4996,60.3314,-1.98191,2.11859,7.886,-8.92589,-33.2458,-9.66736,117.856,77.8658,-118.162,-0.270841,873.908,-64.9616
95,0,-9.04525,,-10.8908,-7.28983,-48.8716,6.03583,,-26.9743,22.5107,60.3367,-1.98864,2.12001,7.89635,-8.93209,-33.2528,-9.66282,117.849,77.8638,-118.161,-0.273051,873.886,-64.9406
96,0,-9.04857,,-10.8969,-7.28666,-48.874,6.01404,,-26.9849,22.5187,60.3381,-1.99201,2.11907,7.90552,-8.92414,-33.2647,-9.64589,117.81,77.8614,-118.129,-0.305371,873.816,-64.9034
97,0,-9.04526,,-10.9006,-7.28718,-48.8765,6.00085,,-26.9933,22.5254,60.3386,-1.99148,2.12078,7.90511,-8.91701,-33.2742,-9.64045,117.792,77.8626,-118.112,-0.322428,873.754,-64.9052
98,0,-9.04756,,-10.9017,-7.29207,-48.8796,6.00532,,-26.9937,22.5325,60.3398,-1.97624,2.12106,7.89823,-8.91089,-33.2791,-9.65111,117.824,77.8695,-118.139,-0.293905,873.784,-64.9641
99,0,-9.0472,,-10.9035,-7.2974,-48.885,5.99639,,-27.0035,22.5368,60.3373,-1.96001,2.12078,7.88771,-8.90504,-33.2847,-9.66601,117.83,77.8813,-118.131,-0.280772,873.889,-64.9639
100,0,-9.01759,,-10.9015,-7.30493,-48.8855,6.00922,,-27.0028,22.542,60.3383,-1.95502,2.11576,7.90431,-8.87329,-33.2967,-9.65372,117.956,77.8935,-118.269,-0.18533,873.941,-64.901
101,0,-9.02164,,-10.9033,-7.30302,-48.8915,6.03362,,-26.9924,22.5477,60.3397,-1.94511,2.12292,7.88995,-8.8876,-33.3009,-9.67611,117.964,77.9028,-118.267,-0.139084,873.92,-64.9385
