Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
8610962.0000,-0.0275,-0.0082,9.7469,0.0009,-0.0048,0.0000,22.7400
8633962.0000,0.0225,0.0518,9.8469,0.0009,-0.0048,0.0000,22.7400
8656962.0000,0.0225,-0.0182,9.7169,0.0009,0.0052,0.0000,22.7400
8679962.0000,-0.0175,-0.0482,9.8069,0.0009,0.0052,0.0000,22.6900
8702962.0000,-0.0175,0.0218,9.8469,0.0009,-0.0048,0.0000,22.7900
8725962.0000,0.0025,-0.0082,9.7769,0.0009,-0.0048,0.0000,22.6900
8748962.0000,0.0325,-0.0282,9.8969,0.0009,-0.0048,0.0000,22.7900
8771962.0000,0.0525,-0.1182,9.7269,0.0009,-0.0048,0.0000,22.7400
8794962.0000,0.0325,0.0918,9.7169,0.0009,0.0052,0.0000,22.7400
8817962.0000,-0.0375,0.0318,9.8569,0.0009,-0.0048,0.0000,22.8400
8840962.0000,0.0225,0.0118,9.7669,0.0009,0.0052,0.0000,22.7400
8863962.0000,0.0425,0.0518,9.7169,0.0009,-0.0048,0.0000,22.7900
8886962.0000,-0.0275,-0.0282,9.8269,0.0009,-0.0048,0.0000,22.6900
8909962.0000,0.0325,0.0318,9.7269,0.0009,0.0052,0.0000,22.7900
8932962.0000,0.0125,0.0318,9.8169,0.0009,-0.0048,0.0000,22.7900
8955962.0000,0.0225,-0.0282,9.8969,0.0009,0.0052,0.0000,22.7400
8978962.0000,0.0225,0.0218,9.7569,0.0009,-0.0048,0.0000,22.8400
9001962.0000,-0.0175,0.0218,9.8169,0.0009,0.0052,0.0000,22.7400
9024962.0000,0.0125,-0.0082,9.7269,0.0009,-0.0048,0.0000,22.7400
