Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
6448953.0000,0.0323,-0.0331,9.7519,0.0010,0.0040,-0.0000,24.8100
6471953.0000,0.0223,-0.0331,9.7819,0.0010,0.0040,-0.0000,24.8100
6494953.0000,-0.0077,-0.0231,9.8019,0.0010,0.0040,-0.0000,24.8600
6517953.0000,0.0523,-0.0331,9.7419,0.0010,-0.0060,-0.0000,24.7700
6540953.0000,0.0123,0.0269,9.7719,0.0010,0.0040,-0.0000,24.9500
6563953.0000,0.0023,-0.0031,9.8819,0.0010,0.0040,-0.0000,24.8600
6586953.0000,0.0123,0.0269,9.7919,-0.0090,0.0040,-0.0000,24.8100
6609953.0000,-0.0377,0.0169,9.8719,0.0010,-0.0060,-0.0000,24.8100
6632953.0000,-0.0177,0.0869,9.7319,0.0010,0.0040,-0.0000,24.9100
6655953.0000,-0.0277,0.0169,9.7219,0.0010,-0.0060,-0.0000,24.9100
6678953.0000,0.0323,-0.0331,9.8219,0.0010,0.0040,-0.0000,24.8600
6701953.0000,0.0223,0.0469,9.7719,0.0010,0.0040,-0.0000,24.8600
6724953.0000,0.0323,-0.0031,9.8119,0.0010,0.0040,-0.0000,24.8600
6747953.0000,0.0323,-0.0431,9.7719,0.0010,0.0040,-0.0000,24.8600
6770953.0000,0.0123,0.0169,9.8119,0.0010,0.0040,-0.0000,24.8100
6793953.0000,-0.0477,-0.0131,9.8219,0.0010,0.0040,-0.0000,25.0000
6816953.0000,-0.0377,-0.0231,9.8419,0.0010,-0.0060,-0.0000,24.8100
6839953.0000,0.0223,0.0069,9.8219,-0.0090,-0.0060,-0.0000,24.9100
6862953.0000,0.0123,-0.0531,9.7719,0.0010,0.0040,-0.0000,24.9500
6885953.0000,-0.0777,0.0069,9.7319,0.0010,0.0040,-0.0000,24.7700
6908953.0000,0.0023,-0.0231,9.8419,0.0010,-0.0060,-0.0000,24.8600
6931953.0000,0.0023,-0.0131,9.8319,0.0010,0.0040,-0.0000,24.7700
6954953.0000,0.0123,0.0269,9.7819,0.0010,-0.0060,-0.0000,24.8600
6977953.0000,0.0123,0.0069,9.9119,0.0010,-0.0060,-0.0000,24.8100
7000953.0000,-0.0077,0.0269,9.8219,0.0010,-0.0060,-0.0000,24.9100
7023953.0000,0.0123,-0.0031,9.7919,0.0010,-0.0060,-0.0000,24.8100
7046953.0000,-0.0977,-0.0231,9.7819,0.0010,-0.0060,-0.0000,24.8100
7069953.0000,0.0523,-0.0331,9.6719,0.0010,0.0040,-0.0000,24.8600
7092953.0000,-0.0177,0.0469,9.8519,0.0010,0.0040,-0.0000,24.7700
7115953.0000,0.0423,-0.0331,9.7319,0.0010,-0.0060,-0.0000,24.7700
7138953.0000,0.0823,-0.0331,9.7919,-0.0090,-0.0060,-0.0000,24.8600
7161953.0000,0.0123,-0.0231,9.7519,0.0010,0.0040,-0.0000,24.8600
7184953.0000,0.0523,-0.0131,9.8719,0.0010,-0.0060,-0.0000,24.8100
7207953.0000,-0.0077,0.0669,9.8119,0.0010,0.0040,-0.0000,24.8100
7230953.0000,0.0723,-0.0131,9.9119,0.0010,0.0040,-0.0000,24.8100
7253953.0000,0.0223,0.0469,9.8119,0.0010,0.0040,-0.0000,24.8600
7276953.0000,-0.0077,0.0569,9.8719,0.0010,-0.0060,-0.0000,24.7700
7299953.0000,0.0523,0.0569,9.7719,0.0010,0.0040,-0.0000,24.7700
